ProductId;Brand;Conditioning;DCI;DCIId;Dosage;FormId;Imported;Laboratory;PharmacologicalClass;Ppa;ProductClass;ProductName;Psychotropic;Refundable;TherapeuticClass;Thermolabile;SHP;TVA;MaxThreshold
00004084;DESPAVINE;B/30;MEBEVERINE;10 E 035;100MG;COMP. PELL.;0;BIO-GALENIC;ANTISPASMODIQUES MUSCULOTROPES;198.81;1;DESPAVINE 100MG COMP B/30;0;1;GASTRO-ENTEROLOGIE;0;1.00;0.00;114
00004085;BETACROVIS;F/40ML;BETAMETHASONE;09 H 020;0,5MG/ML;SOL. BUV. GTTES.;0;GENCOPHARM;GLUCOCORTICOIDES;202.17;1;BETACROVIS 0.05% GTTES BUV F/40ML;0;1;ENDOCRINOLOGIE ET HORMONES;0;2.50;0.00;695
00004087;RESPINHAL;F/15ML;OXYMETAZOLINE;22 F 018;0,5MG/ML;SOL. PULV. NAS.;0;BIO-GALENIC;;193.98;1;RESPINHAL 0.05% PULV NASAL F/15ML;0;0;RHINOLOGIE;0;1.50;0.00;0
00004107;LANZOREM;B/15;LANSOPRAZOLE;10 A 167;30MG;GLES. GR.;0;BIOREM LABORATOIRE;ANTI-ULCEREUX & ANTI-H2;208.50;1;LANZOREM 30MG GLES B/15;0;1;GASTRO-ENTEROLOGIE;0;1.50;0.00;148
00004111;DIOVEINE;B/30;DIOSMINE;06 K 108;300MG;COMP. PELL.;0;BIO-GALENIC;VASCULOPROTECTEURS & VEINOTONIQUES;350.00;1;DIOVEINE 300MG COMP PELLIC B/30;0;0;CARDIOLOGIE ET ANGEIOLOGIE;0;0.00;0.00;1134
00004126;CICOLINA;F/60ML;CITICOLINE;15 B 045;100MG/ML;SOL. BUV.;0;INPHAMEDIS;ANTIMIGRAINEUX;973.00;1;CICOLINA 100MG/ML SOL BUV F/60ML;0;1;NEUROLOGIE;0;2.50;0.00;6350
00004127;IXOL;F/200ML;AMBROXOL;20 D 064;0,30%;SOL. BUV.;0;INPHAMEDIS;FLUIDIFIANTS BRONCHIQUES & MUCOREGULATEURS;178.40;1;IXOL 0.3% SOL BUV(AMBROXOL)F200ML;0;0;PNEUMOLOGIE;0;1.50;0.00;748
00004128;CEDROX;B/12;CEFADROXIL;13 B 298;1G;COMP.;0;HIKMA PHARMACEUTICALS;CEPHALOSPORINES;674.13;1;CEDROX 1G COMP B/12;0;1;INFECTIOLOGIE;0;2.50;0.00;1348
00004135;SEPTHOL;T/50G;LEVOMENTHOL/VERATROL/RESORCINOL/ACIDE SALICYLIQUE;21 F 048;260MG/125MG/15MG/50MG/50G;GEL;0;PHARMAGHREB;;275.17;1;SEPTHOL GEL T/50G;0;0;RHUMATOLOGIE;0;0.00;0.00;3695
00004136;LAVIDA;B/30;GLIMEPIRIDE;14 A 324;6MG;COMP. SEC.;0;GROUPE SAIDAL;ANTIDIABETIQUES ORAUX;917.60;1;LAVIDA 6MG COMP B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;29
00004140;;;;;;;0;LAD PHARMA;;495.71;0;LYSOPAY CP A SUCER B/12;0;0;;0;0.00;19.00;145
00004142;TADALIS;B/08;TADALAFIL;25 N 052;20MG;COMP. PELL. SEC.;0;BEKER LABORATOIRES;AUTRES;2086.98;1;TADALIS 20MG CP SECABLES  B/8;0;0;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;974
00004143;TADALIS;B/02;TADALAFIL;25 N 052;20MG;COMP. PELL. SEC.;0;BEKER LABORATOIRES;AUTRES;538.64;1;TADALIS 20MG CP SECABLES B/2;0;0;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;2577
00004146;DILACARD;B/30;CARVEDILOL;06 F 208;6,25MG;COMP.;0;EL KENDI;BETA-BLOQUANTS;693.72;1;DILACARD 6.25MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;620
00004147;DEPRETINE;B/30;PAROXETINE;16 A 095;20MG;COMP. ENRO.;0;EL KENDI;ANTIDEPRESSEURS;1596.00;1;DEPRETINE 20MG COMP B/30;0;1;PSYCHIATRIE;0;2.50;0.00;11920
00004149;RIPERAL;B/30;RISPERIDONE;16 D 091;4MG;COMP. ENRO.;0;EL KENDI;NEUROLEPTIQUES;3147.50;1;RIPERAL 4MG COMP B/30;0;1;PSYCHIATRIE;0;0.00;0.00;1184
00004150;CALCIDOSE VITAMINE D;B/30;COLECALCIFEROL/CALCIUM;14 H 325;400UI/500MG;PDRE. SOL. BUV. SACH.;0;MERINAL LABORATOIRES;VITAMINES;430.00;1;CALCIDOSE VIT D SACHET B/30;0;1;METABOLISME NUTRITION DIABETE;0;0.00;0.00;4905
00004155;DIOVEINE;B/30;DIOSMINE;06 K 160;600MG;COMP. PELL.;0;BIO-GALENIC;VASCULOPROTECTEURS & VEINOTONIQUES;539.88;1;DIOVEINE 600MG COMP B/30;0;0;CARDIOLOGIE ET ANGEIOLOGIE;0;0.00;0.00;1609
00004158;RIPERAL;B/30;RISPERIDONE;16 D 089;1MG;COMP. ENRO.;0;EL KENDI;NEUROLEPTIQUES;927.50;1;RIPERAL 1MG COMP B/30;0;1;PSYCHIATRIE;0;2.50;0.00;1158
00004162;BIPROTENS;B/30;BISOPROLOL;06 F 162;10MG;COMP. ENRO.;0;EL KENDI;BETA-BLOQUANTS;386.91;1;BIPROTENS 10MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;3406
00004163;G-SULPIRIDE;F/200ML;SULPIRIDE;16 D 067;25MG/5ML;SOL. BUV.;0;BIO-GALENIC;NEUROLEPTIQUES;170.80;1;G SULPIRIDE 5MG/ML SIROP F/200ML;0;1;PSYCHIATRIE;0;2.50;0.00;66
00004165;LIPOSIC;T/10G;CARBOMERE 980;17 N 133;0,20%;GEL OPHT.;0;CHAUVIN BAUSCH @ LOMB;SUPPLEANCE LACRYMALE;305.04;1;LIPOSIC 0.2% GEL OPHT T/10G;0;0;OPHTALMOLOGIE;0;0.00;0.00;0
00004166;OROFER;F/100ML;FER FERRIQUE;12 E 109;10MG/ML;SIROP;0;INPHAMEDIS;ANTI-ANEMIQUES;221.83;1;OROFER 50MG/5ML SOL BUV F/100ML;0;1;HEMATOLOGIE ET HEMOSTASE;0;0.00;0.00;11096
00004167;CLARDINE;F/60ML;LORATADINE;01 A 034;0,10%;SOL. BUV.;0;INPHAMEDIS;ANTIHISTAMINIQUES;168.24;1;CLARDINE 1MG/ML SOL BUV F/60ML;0;1;ALLERGOLOGIE;0;1.50;0.00;1887
00004172;AMITRAL;B/30;LAMOTRIGINE;15 A 052;25MG;COMP. DISP.;0;EL KENDI;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;725.02;1;AMITRAL 25MG CP DISPERSIBLE B/30;0;1;NEUROLOGIE;0;2.50;0.00;3281
00004173;AMITRAL;B/30;LAMOTRIGINE;15 A 053;100MG;COMP. DISP.;0;EL KENDI;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;1940.89;1;AMITRAL 100MG CP DISPERSIBLE B/30;0;1;NEUROLOGIE;0;2.50;0.00;2731
00004177;CO-IRBEVEL;B/30;IRBESARTAN/HYDROCHLOROTHIAZIDE;06 E 220;300MG/12,5MG;COMP. PELL.;0;BIOPHARM PRODUCTION;ANTI-HYPERTENSEURS;1717.00;1;CO IRBEVEL 300/12.5MG CP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;687
00004178;PROSTAX LP;B/30;ALFUZOSINE;25 B 057;10MG;COMP. LP.;0;EL KENDI;MEDICAMENTS DE L'ADENOME PROSTATIQUE;613.89;1;PROSTAX LP 10MG COMP B/30;0;1;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;15967
00004179;CO-IRBEVEL;B/30;IRBESARTAN/HYDROCHLOROTHIAZIDE;06 E 219;150MG/12,5MG;COMP. PELL.;0;BIOPHARM PRODUCTION;ANTI-HYPERTENSEURS;1241.47;1;CO IRBEVEL 150/12.5MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;4
00004180;RIPERAL;B/30;RISPERIDONE;16 D 090;2MG;COMP. ENRO.;0;EL KENDI;NEUROLEPTIQUES;1819.07;1;RIPERAL 2MG COMP B/30;0;1;PSYCHIATRIE;0;2.50;0.00;1480
00004181;PIROXEN;B/12;PIROXICAM;04 B 022;20MG;COMP. DISP.;0;INPHAMEDIS;ANTI-INFLAMMATOIRES NON STEROIDIENS;201.00;1;PIROXEN 20MG CP DISPERSIBLE B/12;0;1;ANTI-INFLAMMATOIRES;0;2.50;0.00;416
00004196;ATACAND;B/30;CANDESARTAN;06 E 234;16MG;COMP. SEC.;0;ASTRAZENECA;ANTI-HYPERTENSEURS;1287.50;1;ATACAND 16 MG CP SECABLE B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;3408
00004197;HYTACAND;B/30;CANDESARTAN/HYDROCHLOROTHIAZIDE;06 E 231;16MG/12,5MG;COMP.;0;ASTRAZENECA;ANTI-HYPERTENSEURS;1728.42;1;HYTACAND 16/12.5 MG CP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;11024
00004204;HYTACAND;B/30;CANDESARTAN/HYDROCHLOROTHIAZIDE;06 E 230;8MG/12,5MG;COMP.;0;ASTRAZENECA;ANTI-HYPERTENSEURS;1610.46;1;HYTACAND 8/12.5 MG B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;8370
00004212;CLONAPRIME;B/60;CLOMIPRAMINE;16 A 005;10MG;COMP. PELL.;0;BIO-GALENIC;ANTIDEPRESSEURS;265.72;1;CLONAPRIME 10MG COMP B/60;0;1;PSYCHIATRIE;0;2.50;0.00;2551
00004217;CLONAPRIME;B/30;CLOMIPRAMINE;16 A 006;25MG;COMP. PELL.;0;BIO-GALENIC;ANTIDEPRESSEURS;311.14;1;CLONAPRIME 25MG CP B/30;0;1;PSYCHIATRIE;0;2.50;0.00;2352
00004218;MICARDIS;B/28;TELMISARTAN;06 E 263;40MG;COMP.;0;BOEHRINGER INGELHEIM;ANTI-HYPERTENSEURS;1201.50;1;MICARDIS 40MG CP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;2967
00004219;MICARDIS;B/28;TELMISARTAN;06 E 264;80MG;COMP.;0;BOEHRINGER INGELHEIM;ANTI-HYPERTENSEURS;1201.50;1;MICARDIS 80MG CP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;1723
00004220;MICARDIS PLUS;B/28;TELMISARTAN/HYDROCHLOROTHIAZIDE;06 E 265;40MG/12,5MG;COMP.;0;BOEHRINGER INGELHEIM;ANTI-HYPERTENSEURS;1004.28;1;MICARDIS PLUS 40/12.5MG CP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;5229
00004221;MICARDIS PLUS;B/28;TELMISARTAN/HYDROCHLOROTHIAZIDE;06 E 266;80MG/12,5MG;COMP.;0;BOEHRINGER INGELHEIM;ANTI-HYPERTENSEURS;1020.54;1;MICARDIS PLUS 80/12.5MG CP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;2498
00004226;FLIXASONE;F/120DOSES;FLUTICASONE;22 E 027;50µG/DOSE;SOL. PULV. NAS.;0;PHARMALLIANCE;PRODUITS LOCAUX;809.00;1;FLIXASONE 50µG 120 DOSES;0;1;RHINOLOGIE;0;2.50;0.00;5701
00004228;ENDRONAX;B/04;ACIDE ALENDRONIQUE;21 G 050;70MG;COMP.;0;PHARMALLIANCE;OSTEOPOROSES;1757.50;1;ENDRONAX 70MG CP B/4;0;1;RHUMATOLOGIE;0;2.50;0.00;1025
00004238;AZYTER;B/06;AZITHROMYCINE;17 D 164;15MG/G;COLLYRE;0;THEA;ANTI-INFECTIEUX LOCAUX;711.86;1;AZYTER 15MG/G COLLYRE UNIDOSE B/6;0;1;OPHTALMOLOGIE;0;2.50;0.00;0
00004239;NAABAK;F/10ML;ACIDE N-ACETYL ASPARTYL GLUTAMIQUE;17 B 100;4,9G/100ML;COLLYRE;0;THEA;ANTI-ALLERGIQUES LOCAUX;828.31;1;NAABAK 4.9% COLLYRE F/10ML;0;1;OPHTALMOLOGIE;0;0.00;0.00;0
00004242;JASMINE;B/21;DROSPIRENONE/ETHINYLESTRADIOL;11 H 078;3MG / 30µG;COMP. PELL.;0;BAYER SCHERING PHARMA;CONTRACEPTIFS HORMONAUX;820.33;1;JASMINE 0.03MG/3MG CP B/21;0;0;GYNECOLOGIE;0;2.50;0.00;11136
00004247;ISOBUTALINE;F/150ML;TERBUTALINE;20 A 049;0,3MG/ML;SOL. BUV. SS.;0;ISOPHARM ALGERIE;BRONCHODILATATEURS & ANTI-ASTHMATIQUES;167.63;1;ISOBUTALINE 0.3MG/ML SIROP F150ML;0;1;PNEUMOLOGIE;0;2.50;0.00;1385
00004253;RITADOLE;B/20;LORATADINE;01 A 033;10MG;COMP. SEC.;0;BIO-GALENIC;ANTIHISTAMINIQUES;168.48;1;RITADOLE 10MG CP SECABLE B/20;0;1;ALLERGOLOGIE;0;1.00;0.00;83
00004255;LAMIFENE ENFANT ET NOURRISSON;F/125ML;IBUPROFENE;04 B 042;100MG/5ML;SOL. BUV.;0;LAM;ANTI-INFLAMMATOIRES NON STEROIDIENS;178.93;1;LAMIFENE 20MG/ML SUSP BUV F/125ML;0;1;ANTI-INFLAMMATOIRES;0;0.00;0.00;175
00004267;ACUPAN;B/05;NEFOPAM;03 H 112;10MG/ML;SOL. INJ.;0;BIOCODEX;;370.94;1;ACUPAN 20MG/2ML INJ B/5AMP DE 2ML;0;0;ANTALGIQUES;0;2.50;0.00;34
00004272;PONCTUEL;F/30ML;PICOSULFATE DE SODIUM;10 L 191;0,75G/100ML;SOL. BUV.;0;PHARMIDAL;LAXATIFS;218.67;1;PONCTUEL 0.75G/100ML GT BUV F30ML;0;1;GASTRO-ENTEROLOGIE;0;0.00;0.00;0
00004273;DIPRIM;F/100ML;SULFAMETHOXAZOLE/TRIMETHOPRIME;13 M 090;200MG/40MG/5ML;SUSP. BUV.;0;PHARMIDAL;SULFAMIDES;194.75;1;DIPRIM 4G/0.8G/100ML SUSP F/100ML;0;1;INFECTIOLOGIE;0;2.50;0.00;2057
00004280;ISOPERIDOL;F/20ML;HALOPERIDOL;16 D 085;2MG/ML;SOL. BUV. GTTES.;0;ISOPHARM ALGERIE;NEUROLEPTIQUES;113.79;1;ISOPERIDOL 2MG GTTES BUV F/20ML;0;1;PSYCHIATRIE;0;0.00;0.00;5093
00004286;IRBEVEL;B/30;IRBESARTAN;06 E 156;150MG;COMP. PELL.;0;BIOPHARM PRODUCTION;ANTI-HYPERTENSEURS;1287.50;1;IRBEVEL 150MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;313
00004287;IRBEVEL;B/30;IRBESARTAN;06 E 157;300MG;COMP. PELL.;0;BIOPHARM PRODUCTION;ANTI-HYPERTENSEURS;1287.50;1;IRBEVEL 300MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;33
00004292;ISOFFINE;F/150ML;HUILE DE PARAFFINE;10 M 066;88,70G/100ML;SOL. BUV.;0;ISOPHARM ALGERIE;MUCILAGES & MEDICAMENTS DE LA CONSTIPATION;209.16;1;ISOFFINE 88.7% SOL BUV FL/150ML;0;0;GASTRO-ENTEROLOGIE;0;0.00;0.00;0
00004293;ISOPTYL;F/20ML;AMITRIPTYLINE;16 A 003;4%;SOL. BUV. GTTES.;0;ISOPHARM ALGERIE;ANTIDEPRESSEURS;110.12;1;ISOPTYL 40MG/ML GTTES BUV FL/20ML;0;1;PSYCHIATRIE;0;2.50;0.00;7645
00004295;ARTELAC;F/10ML;HYPROMELLOSE;17 N 163;3,20MG/ML;COLLYRE;0;BAUSCH ET LOMB;SUPPLEANCE LACRYMALE;274.05;1;ARTELAC 3.20MG/ML COLLYRE FL/10ML;0;1;OPHTALMOLOGIE;0;0.00;0.00;0
00004296;LANZAPREX;B/30;OLANZAPINE;16 D 101;10MG;COMP. ORODISP.;0;EL KENDI;NEUROLEPTIQUES;2722.90;1;LANZAPREX 10MG CP ORODISP B/30;0;1;PSYCHIATRIE;0;2.50;0.00;4969
00004297;CITICOLINE ISO;F/50ML;CITICOLINE;15 K 045;100MG/ML;SOL. BUV. GTTES.;0;ISOPHARM ALGERIE;OEDEMES CEREBRAUX;792.00;1;CITICOLINE ISO 100MG/ML FL/50ML;0;1;NEUROLOGIE;0;2.50;0.00;77
00004298;SARTEG;B/30;VALSARTAN;06 E 166;160MG;COMP. PELL.;0;EL KENDI;ANTI-HYPERTENSEURS;1377.50;1;SARTEG 160MG CP ENROBE B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;388
00004299;SARTEG;B/30;VALSARTAN;06 E 147;80MG;COMP. PELL.;0;EL KENDI;ANTI-HYPERTENSEURS;1377.50;1;SARTEG 80MG CP ENROBE B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;0.00;0.00;1684
00004300;LAMOGINE;B/30;LAMOTRIGINE;15 A 063;25MG;COMP. SEC.;0;HIKMA PHARMACEUTICALS;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;677.00;1;LAMOGINE 25MG COMP B/30;0;1;NEUROLOGIE;0;2.50;0.00;724
00004301;LAMOGINE;B/30;LAMOTRIGINE;15 A 064;50MG;COMP. SEC.;0;HIKMA PHARMACEUTICALS;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;1102.70;1;LAMOGINE 50MG COMP B/30;0;1;NEUROLOGIE;0;2.50;0.00;820
00004302;AMITRAL;B/30;LAMOTRIGINE;15 A 051;5MG;COMP. DISP.;0;EL KENDI;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;415.55;1;AMITRAL 5MG CP DISPERSIBLE B/30;0;1;NEUROLOGIE;0;2.50;0.00;868
00004314;PERYDONE;F/180ML;DOMPERIDONE;10 F 047;1MG/ML;SUSP. BUV.;0;PHARMAGHREB;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;218.21;1;PERYDONE 1MG/ML SUSP BUV FL/180ML;0;1;GASTRO-ENTEROLOGIE;0;1.50;0.00;71
00004315;COSARTEG;B/30;VALSARTAN/HYDROCHLOROTHIAZIDE;06 E 158;80MG/12,5MG;COMP. ENRO.;0;EL KENDI;ANTI-HYPERTENSEURS;1848.00;1;CO SARTEG 80/12.5MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;4075
00004323;CILAGRA;B/04;SILDENAFIL;25 N 045;50MG;COMP. ENRO.;0;EL KENDI;AUTRES;668.82;1;CILAGRA 50MG COMP B/4;0;0;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;3807
00004356;OMNIPAQUE;F/50ML;IOHEXOL;08 C 017;300MG/ML;SOL. INJ.;0;GE HEALTHCARE;OPACIFIANTS IODES A ELIMINATION RENALE;1691.09;1;OMNIPAQUE 300MG/ML INJ F/50ML;0;1;DIAGNOSTIC;0;2.50;0.00;0
00004358;VAZOTEK;B/30;MOLSIDOMINE;06 C 022;2MG;COMP. SEC.;0;MERINAL LABORATOIRES;ANTI-ANGOREUX;261.50;1;VAZOTEK 2MG CP SECABLES B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;1510
00004359;VAZOTEK;B/30;MOLSIDOMINE;06 C 023;4MG;COMP. SEC.;0;MERINAL LABORATOIRES;ANTI-ANGOREUX;447.50;1;VAZOTEK 4MG CP SECABLES B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;228
00004364;APROSART;B/30;IRBESARTAN;06 E 157;300MG;COMP.;0;EL KENDI;ANTI-HYPERTENSEURS;1287.50;1;APROSART 300MG CP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;326
00004365;NOVOFORMINE;B/30;METFORMINE;14 A 224;1G;COMP. PELL.;0;NOVO NORDISK;ANTIDIABETIQUES ORAUX;170.90;1;NOVOFORMINE 1000MG CP B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;0
00004403;DENACINE;F/30ML;CLINDAMYCINE;07 B 147;1%;SOL. DERM.;0;BEIT JALA PHARMACEUTICAL;ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES;565.76;1;DENACINE 1% SOL TOPIQUE F/30ML;0;1;DERMATOLOGIE;0;2.50;0.00;4016
00004404;DENACINE EMULGEL;T/30G;CLINDAMYCINE;07 B 159;1%;GEL;0;BEIT JALA PHARMACEUTICAL;ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES;531.40;1;DENACINE 1% EMULGEL T/30G;0;1;DERMATOLOGIE;0;2.50;0.00;1071
00004405;MYCOTEN 1;B/01;CLOTRIMAZOLE;11 A 083;500MG;COMP. VAGI.;0;BEIT JALA PHARMACEUTICAL;ANTI-INFECTIEUX LOCAUX;308.50;1;MYCOTEN 500MG CP VAGINAL B/1;0;1;GYNECOLOGIE;0;0.00;0.00;0
00004406;MYCOTEN 3;B/03;CLOTRIMAZOLE;11 A 082;200MG;COMP. VAGI.;0;BEIT JALA PHARMACEUTICAL;ANTI-INFECTIEUX LOCAUX;371.33;1;MYCOTEN 200MG CP VAGINAL B/3;0;0;GYNECOLOGIE;0;0.00;0.00;0
00004407;MYCOTEN III;T/20G;CLOTRIMAZOLE;11 A 081;2%;CREME VAGI.;0;BEIT JALA PHARMACEUTICAL;ANTI-INFECTIEUX LOCAUX;571.25;1;MYCOTEN 2% CREME VAGINALE T/20G;0;0;GYNECOLOGIE;0;0.00;0.00;2373
00004415;COSARTEG;B/30;VALSARTAN/HYDROCHLOROTHIAZIDE;06 E 237;160MG/12,5MG;COMP. ENRO.;0;EL KENDI;ANTI-HYPERTENSEURS;2103.90;1;CO SARTEG 160/12.5MG B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;728
00004428;TABETA;F/30ML;BETAMETHASONE;09 H 020;0,5MG/ML;SOL. BUV. GTTES.;0;EL KENDI;GLUCOCORTICOIDES;141.71;1;TABETA 0.5MG/ML GTTES BUV FL/30ML;0;1;ENDOCRINOLOGIE ET HORMONES;0;2.50;0.00;10595
00004429;OLANZA;B/07;OLANZAPINE;16 D 100;10MG;COMP. PELL.;0;BEKER LABORATOIRES;NEUROLEPTIQUES;635.34;1;OLANZA 10 MG COMP PELLICULES B/7;0;1;PSYCHIATRIE;0;2.50;0.00;1316
00004430;OLANZA;B/28;OLANZAPINE;16 D 099;5MG;COMP. PELL.;0;BEKER LABORATOIRES;NEUROLEPTIQUES;1977.50;1;OLANZA 5MG COMP PELLICULES B/28;0;1;PSYCHIATRIE;0;2.50;0.00;298
00004449;IRYS;B/30;GLIMEPIRIDE;14 A 187;1MG;COMP. PELL. SEC.;0;INPHAMEDIS;ANTIDIABETIQUES ORAUX;248.30;1;IRYS 1 MG COMP SECABLES B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;2534
00004450;IRYS;B/30;GLIMEPIRIDE;14 A 188;2MG;COMP. PELL. SEC.;0;INPHAMEDIS;ANTIDIABETIQUES ORAUX;477.50;1;IRYS 2MG COMP SECABLES B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;3874
00004451;IRYS;B/30;GLIMEPIRIDE;14 A 189;3MG;COMP. PELL. SEC.;0;INPHAMEDIS;ANTIDIABETIQUES ORAUX;717.50;1;IRYS 3MG COMP SECABLES B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;5632
00004452;IRYS;B/30;GLIMEPIRIDE;14 A 190;4MG;COMP. PELL. SEC.;0;INPHAMEDIS;ANTIDIABETIQUES ORAUX;747.50;1;IRYS 4MG COMP SECABLES B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;3753
00004454;VITALIS 20MG;B/02;TADALAFIL;25 N 052;20MG;COMP. PELL. SEC.;0;INPHAMEDIS;AUTRES;538.63;1;VITALIS 20MG COMP SECABLES B/2;0;0;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;342
00004461;NOVOFORMINE;B/30;METFORMINE;14 A 007;850MG;COMP. PELL.;0;NOVO NORDISK;ANTIDIABETIQUES ORAUX;145.10;1;NOVOFORMINE 850MG COMP B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;20252
00004479;CIPRO;B/14;CIPROFLOXACINE;13 K 253;500MG;COMP. PELL.;0;INPHAMEDIS;QUINOLONES;1029.60;1;CIPRO 500MG CP B/14;0;1;INFECTIOLOGIE;0;2.50;0.00;1134
00004495;VIRCET;B/07;FLUCONAZOLE;13 R 155;50MG;GLES.;0;PHARMALLIANCE;ANTIFONGIQUES SYSTEMIQUES;508.50;1;VIRCET 50MG GLES B/7;0;1;INFECTIOLOGIE;0;2.50;0.00;93
00004496;VIRCET;B/01;FLUCONAZOLE;13 R 258;150MG;GLES.;0;PHARMALLIANCE;ANTIFONGIQUES SYSTEMIQUES;248.16;1;VIRCET 150MG GLES B/1;0;1;INFECTIOLOGIE;0;2.50;0.00;5641
00004497;VIRCET;B/07;FLUCONAZOLE;13 R 108;100MG;GLES.;0;PHARMALLIANCE;ANTIFONGIQUES SYSTEMIQUES;860.22;1;VIRCET 100MG GLES B/7;0;1;INFECTIOLOGIE;0;2.50;0.00;262
00004498;IMUZOLE;B/20;METRONIDAZOLE;13 F 039;250MG;COMP. PELL.;0;PHARMALLIANCE;NITRO-5-IMIDAZOLES;143.56;1;IMUZOLE 250MG COMP B/20;0;1;INFECTIOLOGIE;0;2.50;0.00;1149
00004501;STRUCTUM;B/60;SULFATE DE CHONDROœTINE SODIQUE;21 H 051;500MG;GLES.;0;PIERRE FABRE LABORATOIRES;;1826.17;1;STRUCTUM 500MG GLES B/60;0;0;RHUMATOLOGIE;0;0.00;0.00;837
00004502;SETREME;B/28;ONDANSETRON;10 F 093;4MG;COMP. PELL.;0;BEKER LABORATOIRES;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;1997.70;1;SETREME 4MG CP B/28;0;1;GASTRO-ENTEROLOGIE;0;1.50;0.00;102
00004504;SETREME;B/28;ONDANSETRON;10 F 094;8MG;COMP. PELL.;0;BEKER LABORATOIRES;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;3197.49;1;SETREME 8MG CP B/28;0;1;GASTRO-ENTEROLOGIE;0;1.50;0.00;496
00004521;COBEKTAL;B/28;LOSARTAN/HYDROCHLOROTHIAZIDE;06 E 239;100MG/25MG;COMP. PELL.;0;BEKER LABORATOIRES;ANTI-HYPERTENSEURS;2187.50;1;COBEKTAL 100/25MG CP PELL B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;3
00004523;NEOXETINE;B/20;FLUOXETINE;16 A 078;20MG;GLES.;0;NEOMEDIC;ANTIDEPRESSEURS;253.17;1;NEOXETINE 20MG GLES B/20;0;1;PSYCHIATRIE;0;2.50;0.00;70
00004524;SOMATULINE LP;B/1SERING. PREREMPL. DE 0,3ML;LANREOTIDE;09 R 157;90MG/SERING.;SOL. INJ.;0;BEAUFOUR IPSEN PHARMA;ANTI-HORMONE DE CROISSANCE;143198.64;1;SOMATULINE LP 90MG SOL INJ B/1;0;1;ENDOCRINOLOGIE ET HORMONES;1;2.50;0.00;4
